BarcodeJar,BarcodeJarNotes,CrossID,JarID,JarSeatable,JarTrt,Larvae
J297,Control_noLarvae-0mL,NA,J297_B2,4,Control,F
J298,Control_noLarvae-0mL,NA,J298_B2,6,Control,F
J299,Control_noLarvae-0mL,NA,J299_B2,2,Exposed,F
J300,Control_noLarvae-0mL,NA,J300_B2,2,Exposed,F
J001,,EF08_EM02_B3_QG,J001_B3,2,Control,T
J002,,EF07_EM01_B3_QG,J002_B3,2,Exposed,T
J003,,EF07_EM01_B3_QG,J003_B3,2,Control,T
J004,,CF02_CM02_B3_QG,J004_B3,2,Exposed,T
J005,,EF04_EM06_B3_QG,J005_B3,2,Control,T
J006,,EF07_EM07_B3_QG,J006_B3,2,Control,T
J007,,EF07_EM07_B3_QG,J007_B3,2,Exposed,T
J008,,CF01_CM03_B3_QG,J008_B3,2,Control,T
J009,,CF01_CM03_B3_QG,J009_B3,2,Exposed,T
J010,,EF05_EM06_B3_QG,J010_B3,2,Control,T
J011,,EF01_EM02_B3_QG,J011_B3,2,Exposed,T
J012,,EF05_EM06_B3_QG,J012_B3,2,Exposed,T
J013,,EF03_EM05_B3_QG,J013_B3,2,Exposed,T
J014,,EF03_EM05_B3_QG,J014_B3,2,Control,T
J015,,CF03_CM05_B3_QG,J015_B3,2,Exposed,T
J016,,CF03_CM05_B3_QG,J016_B3,2,Control,T
J017,,EF06_EM07_B3_QG,J017_B3,2,Exposed,T
J018,,EF06_EM07_B3_QG,J018_B3,2,Control,T
J019,,EF06_EM06_B3_QG,J019_B3,2,Control,T
J020,,CF02_CM03_B3_QG,J020_B3,2,Exposed,T
J021,,EF01_EM01_B3_QG,J021_B3,2,Control,T
J022,,EF06_EM08_B3_QG,J022_B3,2,Exposed,T
J023,,EF01_EM02_B3_QG,J023_B3,2,Control,T
J024,,EF01_EM01_B3_QG,J024_B3,2,Exposed,T
J025,,CF06_CM08_B3_QG,J025_B3,2,Control,T
J026,,EF08_EM01_B3_QG,J026_B3,2,Exposed,T
J027,,CF03_CM03_B3_QG,J027_B3,2,Control,T
J028,,CF03_CM03_B3_QG,J028_B3,2,Exposed,T
J029,,EF01_EM03_B3_QG,J029_B3,2,Exposed,T
J030,,EF04_EM04_B3_QG,J030_B3,2,Exposed,T
J031,,CF02_CM03_B3_QG,J031_B3,2,Control,T
J032,,EF03_EM04_B3_QG,J032_B3,2,Control,T
J033,,EF06_EM06_B3_QG,J033_B3,2,Exposed,T
J034,,CF02_CM04_B3_QG,J034_B3,2,Control,T
J035,,CF02_CM04_B3_QG,J035_B3,2,Exposed,T
J036,,EF06_EM08_B3_QG,J036_B3,2,Control,T
J037,,CF06_CM08_B3_QG,J037_B3,2,Exposed,T
J038,,EF08_EM01_B3_QG,J038_B3,2,Control,T
J039,,EF07_EM08_B3_QG,J039_B3,2,Exposed,T
J040,,EF05_EM05_B3_QG,J040_B3,2,Control,T
J041,,EF01_EM03_B3_QG,J041_B3,2,Control,T
J042,,EF05_EM05_B3_QG,J042_B3,2,Exposed,T
J043,,EF04_EM05_B3_QG,J043_B3,2,Exposed,T
J044,,EF04_EM05_B3_QG,J044_B3,2,Control,T
J045,,EF03_EM04_B3_QG,J045_B3,2,Exposed,T
J046,,EF04_EM04_B3_QG,J046_B3,2,Control,T
J047,,CF02_CM02_B3_QG,J047_B3,2,Control,T
J048,,EF04_EM06_B3_QG,J048_B3,2,Exposed,T
J049,,NA,J049_B3,2,Exposed,F
J050,,EF05_EM07_B3_QG,J050_B3,2,Exposed,T
J051,,EF07_EM08_B3_QG,J051_B3,2,Control,T
J052,,EF03_EM03_B3_QG,J052_B3,2,Exposed,T
J053,,EF03_EM03_B3_QG,J053_B3,2,Control,T
J054,,EF05_EM07_B3_QG,J054_B3,2,Control,T
J055,,NA,J055_B3,2,Exposed,F
J056,,EF08_EM02_B3_QG,J056_B3,2,Exposed,T
J057,,NA,J057_B3,2,Control,F
J058,,CF06_CM07_B3_QG,J058_B3,2,Exposed,T
J059,,CF06_CM07_B3_QG,J059_B3,2,Control,T
J060,,NA,J060_B3,2,Control,F
J061,,NA,J061_B3,2,Control,F
J062,,NA,J062_B3,2,Control,F
J063,,NA,J063_B3,2,Exposed,F
J064,,NA,J064_B3,2,Exposed,F
J065,,NA,J065_B3,2,Exposed,F
J066,,NA,J066_B3,2,Exposed,F
J067,,NA,J067_B3,2,Control,F
J068,,NA,J068_B3,2,Control,F
J069,,NA,J069_B3,2,Exposed,F
J070,,NA,J070_B3,2,Control,F
J071,,NA,J071_B3,2,Exposed,F
J072,,NA,J072_B3,2,Control,F
J073,,NA,J073_B3,2,Control,F
J074,,NA,J074_B3,2,Exposed,F
J075,,NA,J075_B3,2,Exposed,F
J076,,NA,J076_B3,2,Control,F
J077,,NA,J077_B3,2,Control,F
J078,,NA,J078_B3,2,Control,F
J079,,NA,J079_B3,2,Exposed,F
J080,,NA,J080_B3,2,Exposed,F
J081,,NA,J081_B3,2,Control,F
J082,,NA,J082_B3,2,Exposed,F
J083,,NA,J083_B3,2,Control,F
J084,,CF01_CM01_B3_QG,J084_B3,2,Exposed,T
J085,,NA,J085_B3,2,Exposed,F
J086,,NA,J086_B3,2,Control,F
J087,,NA,J087_B3,2,Control,F
J088,,NA,J088_B3,2,Control,F
J089,,NA,J089_B3,2,Exposed,F
J090,,NA,J090_B3,2,Exposed,F
J091,,NA,J091_B3,2,Control,F
J092,,NA,J092_B3,2,Exposed,F
J093,,NA,J093_B3,2,Control,F
J094,,NA,J094_B3,2,Exposed,F
J095,,NA,J095_B3,2,Exposed,F
J096,,CF01_CM01_B3_QG,J096_B3,2,Control,T
J097,,EF08_EM08_B3_QG,J097_B3,4,Exposed,T
J098,,EF08_EM08_B3_QG,J098_B3,4,Control,T
J099,,EF07_EM07_B3_QG,J099_B3,4,Exposed,T
J100,,EF07_EM07_B3_QG,J100_B3,4,Control,T
J101,,EF08_EM08_B3_QG,J101_B3,4,Exposed,T
J102,,EF08_EM08_B3_QG,J102_B3,4,Control,T
J103,,EF06_EM06_B3_QG,J103_B3,4,Exposed,T
J104,,EF06_EM06_B3_QG,J104_B3,4,Control,T
J105,,EF04_EM06_B3_QG,J105_B3,4,Exposed,T
J106,,EF04_EM06_B3_QG,J106_B3,4,Control,T
J107,,CF01_CM03_B3_QG,J107_B3,4,Control,T
J108,,EF05_EM06_B3_QG,J108_B3,4,Exposed,T
J109,,CF06_CM08_B3_QG,J109_B3,4,Exposed,T
J110,,EF05_EM05_B3_QG,J110_B3,4,Control,T
J111,,CF03_CM03_B3_QG,J111_B3,4,Control,T
J112,,CF06_CM07_B3_QG,J112_B3,4,Exposed,T
J113,,EF03_EM04_B3_QG,J113_B3,4,Control,T
J114,,EF03_EM04_B3_QG,J114_B3,4,Exposed,T
J115,,EF06_EM07_B3_QG,J115_B3,4,Control,T
J116,,EF06_EM07_B3_QG,J116_B3,4,Exposed,T
J117,,CF02_CM03_B3_QG,J117_B3,4,Control,T
J118,,CF02_CM03_B3_QG,J118_B3,4,Exposed,T
J119,,EF01_EM01_B3_QG,J119_B3,4,Exposed,T
J120,,CF02_CM04_B3_QG,J120_B3,4,Control,T
J121,,CF06_CM08_B3_QG,J121_B3,4,Control,T
J122,,EF07_EM01_B3_QG,J122_B3,4,Exposed,T
J123,,EF08_EM01_B3_QG,J123_B3,4,Exposed,T
J124,,CF06_CM07_B3_QG,J124_B3,4,Control,T
J125,,EF03_EM05_B3_QG,J125_B3,4,Exposed,T
J126,,EF03_EM05_B3_QG,J126_B3,4,Control,T
J127,,EF04_EM04_B3_QG,J127_B3,4,Exposed,T
J128,,EF04_EM04_B3_QG,J128_B3,4,Control,T
J129,,CF02_CM02_B3_QG,J129_B3,4,Control,T
J130,,CF02_CM02_B3_QG,J130_B3,4,Exposed,T
J131,,EF01_EM02_B3_QG,J131_B3,4,Control,T
J132,,CF01_CM03_B3_QG,J132_B3,4,Exposed,T
J133,,EF07_EM08_B3_QG,J133_B3,4,Control,T
J134,,EF07_EM08_B3_QG,J134_B3,4,Exposed,T
J135,,EF08_EM01_B3_QG,J135_B3,4,Control,T
J136,,NA,J136_B3,4,Exposed,F
J137,,EF05_EM07_B3_QG,J137_B3,4,Exposed,T
J138,,EF05_EM07_B3_QG,J138_B3,4,Control,T
J139,,EF04_EM05_B3_QG,J139_B3,4,Control,T
J140,,EF04_EM05_B3_QG,J140_B3,4,Exposed,T
J141,,CF03_CM05_B3_QG,J141_B3,4,Exposed,T
J142,,CF03_CM05_B3_QG,J142_B3,4,Control,T
J143,,CF02_CM04_B3_QG,J143_B3,4,Exposed,T
J144,,EF01_EM01_B3_QG,J144_B3,4,Control,T
J145,,NA,J145_B3,4,Exposed,F
J146,,NA,J146_B3,4,Control,F
J147,,NA,J147_B3,4,Exposed,F
J148,,NA,J148_B3,4,Control,F
J149,,NA,J149_B3,4,Control,F
J150,,NA,J150_B3,4,Exposed,F
J151,,NA,J151_B3,4,Exposed,F
J152,,NA,J152_B3,4,Control,F
J153,,NA,J153_B3,4,Exposed,F
J154,,NA,J154_B3,4,Exposed,F
J155,,NA,J155_B3,4,Control,F
J156,,EF06_EM08_B3_QG,J156_B3,4,Control,T
J157,,NA,J157_B3,4,Control,F
J158,,NA,J158_B3,4,Exposed,F
J159,,NA,J159_B3,4,Control,F
J160,,NA,J160_B3,4,Exposed,F
J161,,EF08_EM02_B3_QG,J161_B3,4,Exposed,T
J162,,EF08_EM02_B3_QG,J162_B3,4,Control,T
J163,,NA,J163_B3,4,Control,F
J164,,EF01_EM03_B3_QG,J164_B3,4,Exposed,T
J165,,NA,J165_B3,4,Control,F
J166,,NA,J166_B3,4,Control,F
J167,,NA,J167_B3,4,Exposed,F
J168,,EF06_EM08_B3_QG,J168_B3,4,Exposed,T
J169,,NA,J169_B3,4,Exposed,F
J170,,NA,J170_B3,4,Control,F
J171,,NA,J171_B3,4,Control,F
J172,,NA,J172_B3,4,Exposed,F
J173,,NA,J173_B3,4,Control,F
J174,,NA,J174_B3,4,Exposed,F
J175,,NA,J175_B3,4,Exposed,F
J176,,NA,J176_B3,4,Control,F
J177,,CF01_CM01_B3_QG,J177_B3,4,Exposed,T
J178,,EF03_EM03_B3_QG,J178_B3,4,Control,T
J179,,EF05_EM05_B3_QG,J179_B3,4,Exposed,T
J180,,EF05_EM06_B3_QG,J180_B3,4,Control,T
J181,,NA,J181_B3,4,Control,F
J182,,NA,J182_B3,4,Exposed,F
J183,,NA,J183_B3,4,Exposed,F
J184,,NA,J184_B3,4,Control,F
J185,,NA,J185_B3,4,Control,F
J186,,NA,J186_B3,4,Exposed,F
J187,,CF01_CM01_B3_QG,J187_B3,4,Control,T
J188,,EF03_EM03_B3_QG,J188_B3,4,Exposed,T
J189,,EF01_EM03_B3_QG,J189_B3,4,Control,T
J190,,CF03_CM03_B3_QG,J190_B3,4,Exposed,T
J191,,EF07_EM01_B3_QG,J191_B3,4,Control,T
J192,,EF01_EM02_B3_QG,J192_B3,4,Exposed,T
J193,,EF03_EM04_B3_QG,J193_B3,6,Exposed,T
J194,,EF03_EM04_B3_QG,J194_B3,6,Control,T
J195,,CF03_CM03_B3_QG,J195_B3,6,Exposed,T
J196,,CF03_CM03_B3_QG,J196_B3,6,Control,T
J197,,CF06_CM07_B3_QG,J197_B3,6,Exposed,T
J198,,CF03_CM05_B3_QG,J198_B3,6,Exposed,T
J199,,CF03_CM05_B3_QG,J199_B3,6,Control,T
J200,,EF04_EM04_B3_QG,J200_B3,6,Exposed,T
J201,,NA,J201_B3,6,Control,F
J202,,NA,J202_B3,6,Exposed,F
J203,,EF04_EM04_B3_QG,J203_B3,6,Control,T
J204,,NA,J204_B3,6,Control,F
J205,,CF06_CM08_B3_QG,J205_B3,6,Control,T
J206,,EF07_EM01_B3_QG,J206_B3,6,Exposed,T
J207,,EF07_EM01_B3_QG,J207_B3,6,Control,T
J208,,NA,J208_B3,6,Exposed,F
J209,,EF01_EM03_B3_QG,J209_B3,6,Exposed,T
J210,,EF01_EM03_B3_QG,J210_B3,6,Control,T
J211,,EF05_EM05_B3_QG,J211_B3,6,Exposed,T
J212,,EF05_EM05_B3_QG,J212_B3,6,Control,T
J213,,EF08_EM02_B3_QG,J213_B3,6,Exposed,T
J214,,EF08_EM02_B3_QG,J214_B3,6,Control,T
J215,,NA,J215_B3,6,Control,F
J216,,EF03_EM03_B3_QG,J216_B3,6,Exposed,T
J217,,NA,J217_B3,6,Control,F
J218,,CF06_CM08_B3_QG,J218_B3,6,Exposed,T
J219,,EF03_EM05_B3_QG,J219_B3,6,Control,T
J220,,NA,J220_B3,6,Exposed,F
J221,,EF08_EM01_B3_QG,J221_B3,6,Exposed,T
J222,,EF08_EM01_B3_QG,J222_B3,6,Control,T
J223,,NA,J223_B3,6,Exposed,F
J224,,NA,J224_B3,6,Control,F
J225,,NA,J225_B3,6,Control,F
J226,,NA,J226_B3,6,Exposed,F
J227,,NA,J227_B3,6,Exposed,F
J228,,EF03_EM03_B3_QG,J228_B3,6,Control,T
J229,,NA,J229_B3,6,Exposed,F
J230,,NA,J230_B3,6,Control,F
J231,,EF03_EM05_B3_QG,J231_B3,6,Exposed,T
J232,,CF06_CM07_B3_QG,J232_B3,6,Control,T
J233,,EF05_EM07_B3_QG,J233_B3,6,Control,T
J234,,EF05_EM07_B3_QG,J234_B3,6,Exposed,T
J235,,NA,J235_B3,6,Control,F
J236,,NA,J236_B3,6,Exposed,F
J237,,NA,J237_B3,6,Exposed,F
J238,,NA,J238_B3,6,Control,F
J239,,NA,J239_B3,6,Control,F
J240,,NA,J240_B3,6,Exposed,F
J241,,NA,J241_B3,6,Control,F
J242,,NA,J242_B3,6,Exposed,F
J243,,NA,J243_B3,6,Exposed,F
J244,,NA,J244_B3,6,Control,F
J245,,NA,J245_B3,6,Control,F
J246,,NA,J246_B3,6,Exposed,F
J247,,NA,J247_B3,6,Control,F
J248,,NA,J248_B3,6,Exposed,F
J249,,NA,J249_B3,6,Control,F
J250,,EF07_EM08_B3_QG,J250_B3,6,Exposed,T
J251,,NA,J251_B3,6,Exposed,F
J252,,NA,J252_B3,6,Control,F
J253,,NA,J253_B3,6,Exposed,F
J254,,NA,J254_B3,6,Control,F
J255,,NA,J255_B3,6,Exposed,F
J256,,NA,J256_B3,6,Exposed,F
J257,,NA,J257_B3,6,Control,F
J258,,CF01_CM01_B3_QG,J258_B3,6,Control,T
J259,,EF04_EM05_B3_QG,J259_B3,6,Exposed,T
J260,,EF04_EM05_B3_QG,J260_B3,6,Control,T
J261,,CF01_CM01_B3_QG,J261_B3,6,Exposed,T
J262,,EF07_EM08_B3_QG,J262_B3,6,Control,T
J263,,NA,J263_B3,6,Exposed,F
J264,,NA,J264_B3,6,Control,F
J265,,CF02_CM03_B3_QG,J265_B3,6,Control,T
J266,,CF02_CM03_B3_QG,J266_B3,6,Exposed,T
J267,,EF07_EM07_B3_QG,J267_B3,6,Control,T
J268,,EF08_EM08_B3_QG,J268_B3,6,Control,T
J269,,EF07_EM07_B3_QG,J269_B3,6,Exposed,T
J270,,EF06_EM06_B3_QG,J270_B3,6,Control,T
J271,,EF06_EM06_B3_QG,J271_B3,6,Exposed,T
J272,,EF08_EM08_B3_QG,J272_B3,6,Exposed,T
J273,,EF04_EM06_B3_QG,J273_B3,6,Control,T
J274,,EF04_EM06_B3_QG,J274_B3,6,Exposed,T
J275,,EF06_EM07_B3_QG,J275_B3,6,Control,T
J276,,EF06_EM07_B3_QG,J276_B3,6,Exposed,T
J277,,CF02_CM04_B3_QG,J277_B3,6,Exposed,T
J278,,CF02_CM04_B3_QG,J278_B3,6,Control,T
J279,,EF01_EM01_B3_QG,J279_B3,6,Control,T
J280,,EF01_EM01_B3_QG,J280_B3,6,Exposed,T
J281,,EF06_EM08_B3_QG,J281_B3,6,Control,T
J282,,EF06_EM08_B3_QG,J282_B3,6,Exposed,T
J283,,EF01_EM02_B3_QG,J283_B3,6,Control,T
J284,,CF01_CM03_B3_QG,J284_B3,6,Control,T
J285,,EF01_EM02_B3_QG,J285_B3,6,Exposed,T
J286,,EF05_EM06_B3_QG,J286_B3,6,Control,T
J287,,EF05_EM06_B3_QG,J287_B3,6,Exposed,T
J288,,CF01_CM03_B3_QG,J288_B3,6,Exposed,T
J289,control-no-larvae-0mL,NA,J289_B3,,Control,F
J290,control-no-larvae-0mL,NA,J290_B3,,Control,F
J291,control-no-larvae-0mL,NA,J291_B3,,Exposed,F
J292,control-no-larvae-1.9mL,NA,J292_B3,,Control,F
J293,control-no-larvae-5.0mL,NA,J293_B3,,Exposed,F
J294,control-no-larvae-1.9mL,NA,J294_B3,,Control,F
J295,control-no-larvae-0mL,NA,J295_B3,,Exposed,F
J296,control-no-larvae-1.9mL,NA,J296_B3,,Exposed,F
J297,control-no-larvae-5mL,NA,J297_B3,,Control,F
J298,control-no-larvae-5.0mL,NA,J298_B3,,Exposed,F
J299,control-no-larvae-5mL,NA,J299_B3,,Control,F
J300,control-no-larvae-1.9mL,NA,J300_B3,,Exposed,F
J501,alan's experiment,,J501_B3,3,Exposed,T
J502,alan's experiment,,J502_B3,1,Control,T
J503,alan's experiment,,J503_B3,9,Control,T
J504,alan's experiment,,J504_B3,9,Control,T
J505,alan's experiment,,J505_B3,7,Control,T
J506,alan's experiment,,J506_B3,3,Control,T
J507,alan's experiment,,J507_B3,5,Exposed,T
J508,alan's experiment,,J508_B3,7,Exposed,T
J509,alan's experiment,,J509_B3,1,Exposed,T
J510,alan's experiment,,J510_B3,1,Exposed,T
J511,alan's experiment,,J511_B3,7,Control,T
J512,alan's experiment,,J512_B3,1,Control,T
J513,alan's experiment,,J513_B3,5,Control,T
J514,alan's experiment,,J514_B3,9,Exposed,T
J515,alan's experiment,,J515_B3,3,Control,T
J516,alan's experiment,,J516_B3,9,Exposed,T
J517,alan's experiment,,J517_B3,7,Exposed,T
J518,alan's experiment,,J518_B3,5,Exposed,T
J519,alan's experiment,,J519_B3,5,Control,T
J520,alan's experiment,,J520_B3,3,Exposed,T
