BottleID,SampleID,Site,CollectionSampleID,Timepoint,Rep,DateE,Date,TimeET,TimeETFormatted,DateTimeET,TimeGMT,TimeGMTFormatted,DateTimeGMT,SampType,LowTideET0,HighTideET6,RelTide,Collector,Temp1,Temp2,Temp3,TempMean,SalCorrFactor,Sal1,Sal2,Sal3,SalMean,SalCorr,pHCorrFactor,pH1,pH2,pH3,pHmean,pHMeas,pHNBS,pHSW,DateVindtaRun,RecalcSheet,mV,VINDTA_pH,VINDTATemp,origDIC,origAT,corrDIC,DICfromAT,corrAT,ATfromDICpH,PercATdiff,CalcpHNBS,pCO2,HCO3,CO3,CO2,OmegaCalc,OmegaAr,Notes
BARN_02_11-27-19_06Jul20,BARN_02_11-27-19,BARN,BARN_02_11-27-19,1,2,20191129,2019-11-29,700,7:00:00,11/29/2019 7:00,1200,12:00:00,2019-11-29 12:00:00,Single,11/29/2019 7:30,11/29/2019 13:22,-0.511363636,NP,,NA,NA,NA,20200707CRM,29.5,29.6,29.6,29.56666667,27.72892359,NA,NA,NA,NA,NA,NA,,NA,7/6/2020,FieldSamples_Recalc_06Jul20,152.7,,24.763,1936.09,1930.49,1953.813229,1884.153975,1955.264219,,,,,,,,,,Nicole collected these bottles; I don't know where the temp was recorded. Check in the lab. Use logger temp; pH logger returned to the field; tide times from: https://www.usharbors.com/harbor/massachusetts/barnstable-harbor-ma/pdf/?tide=2019-12
BARN_01_01-21-20_07Jul20,BARN_01_01-21-20,BARN,BARN_01_01-21-20,1,1,20200121,2020-01-21,1400,14:00,,1900,19:00:00,2020-01-21 19:00:00,TwoHour,,,,EMM,1.3,NA,NA,1.3,20200707CRM,30.2,30.2,30.3,30.23333333,28.37154059,20200121pH_1400,-51.2,-51.8,-51.8,-51.6,7.653065098,,,7/7/2020,FieldSamples_Recalc_07Jul20,143.95,,24.871,1949.64,1991.49,1957.569689,1939.677402,2020.57509,,,8.0,466.3747637,1868.882355,59.79987456,28.8875079,1.47307002,0.910565031,
BARN_02_01-21-20_07Jul20,BARN_02_01-21-20,BARN,BARN_02_01-21-20,1,2,20200121,2020-01-21,1400,14:00,,1900,19:00:00,2020-01-21 19:00:00,TwoHour,,,,EMM,1.3,NA,NA,1.3,20200707CRM,29.9,29.9,29.9,29.9,28.05023209,20200121pH_1400,-51.2,-51.8,-51.8,-51.6,7.653065098,,,7/7/2020,FieldSamples_Recalc_07Jul20,146.1,,24.868999,1937.57,2015.21,1945.450597,1967.197359,2046.23441,,,8.2,337.5496965,1844.57377,79.92857107,20.94821147,1.97155323,1.217231799,
BARN_03_01-21-20_07Jul20,BARN_03_01-21-20,BARN,BARN_03_01-21-20,2,1,20200121,2020-01-21,1456,,,1956,19:56:00,2020-01-21 19:56:00,TwoHour,,,,EMM,1.6,NA,NA,1.6,20200707CRM,27.2,27.1,27.2,27.16666667,25.41550239,20200121pH_1456,-40.8,-39.4,-39.6,-39.93333333,7.428895613,,,7/7/2020,FieldSamples_Recalc_07Jul20,125.45,,24.92,1713.61,1854.26,1720.579694,1712.793498,1884.246008,,,8.4,169.2402914,1595.529636,114.5020861,10.54796823,2.854905879,1.743779742,
BARN_04_01-21-20_07Jul20,BARN_04_01-21-20,BARN,BARN_04_01-21-20,2,2,20200121,2020-01-21,1456,,,1956,19:56:00,2020-01-21 19:56:00,TwoHour,,,,EMM,1.6,NA,NA,1.6,20200707CRM,27.3,27.4,27.3,27.33333333,25.57615664,20200121pH_1456,-40.8,-39.4,-39.6,-39.93333333,7.428895613,,,7/7/2020,FieldSamples_Recalc_07Jul20,148.7,,24.917999,1841.19,1901.81,1848.678594,1874.966442,1934.225901,,,8.2,336.3392724,1757.569768,70.16642444,20.94237772,1.748337406,1.068667736,
BARN_01_03-14-20_07Jul20,BARN_01_03-14-20,BARN,BARN_01_03-14-20,1,1,20200314,2020-03-14,955,,,1355,13:55:00,2020-03-14 13:55:00,TwoHour,,,,EMM,7.5,NA,NA,7.5,20200707CRM,28.1,28.1,28.1,28.1,26.31516619,20200314pH_0955,-49.6,-49.9,-50,-49.83333333,7.612129227,,,7/7/2020,FieldSamples_Recalc_07Jul20,148.7,,24.874001,1858.83,1906.11,1866.390341,1857.582293,1938.759386,,,8.0,517.9680247,1774.711724,65.77059217,25.9080306,1.636988128,1.011383411,Accumet was drifting quite a bit
BARN_02_03-14-20_07Jul20,BARN_02_03-14-20,BARN,BARN_02_03-14-20,1,2,20200314,2020-03-14,955,,,1355,13:55:00,2020-03-14 13:55:00,TwoHour,,,,EMM,7.5,NA,NA,7.5,20200707CRM,28.7,28.7,28.6,28.66666667,26.86139064,20200314pH_0955,-49.6,-49.9,-50,-49.83333333,7.612129227,,,7/7/2020,FieldSamples_Recalc_07Jul20,147.6,,24.837999,1901.11,1963.43,1908.842305,1911.405911,1995.56486,,,8.1,481.6081618,1810.327765,74.50165161,24.01282458,1.849450554,1.145248147,Accumet was drifting quite a bit
BARN_03_03-14-20_07Jul20,BARN_03_03-14-20,BARN,BARN_03_03-14-20,2,1,20200314,2020-03-14,1100,,,1500,15:00:00,2020-03-14 15:00:00,TwoHour,,,,EMM,8.8,NA,NA,8.8,20200707CRM,29,29,29.1,29.03333333,27.21482999,NA,NA,NA,NA,NA,NA,,NA,7/7/2020,FieldSamples_Recalc_07Jul20,146.45,,24.905001,1956.68,2033.35,1964.638322,1982.109359,2065.889652,,,8.1,481.8671125,1857.042863,84.66309723,22.93228242,2.09989756,1.304830982,Accumet working weird
BARN_04_03-14-20_07Jul20,BARN_04_03-14-20,BARN,BARN_04_03-14-20,2,2,20200314,2020-03-14,1100,,,1500,15:00:00,2020-03-14 15:00:00,TwoHour,,,,EMM,8.8,NA,NA,8.8,20200707CRM,29.1,29.1,29.1,29.1,27.27909169,NA,NA,NA,NA,NA,NA,,NA,7/7/2020,FieldSamples_Recalc_07Jul20,151.15,,24.912001,1958.26,2010.23,1966.224748,1975.899322,2042.644134,,,8.0,584.3845281,1867.709107,70.71485381,27.8007897,1.753376772,1.089787418,Accumet working weird
BARN_01_04-15-20_07Jul20,BARN_01_04-15-20,BARN,BARN_01_04-15-20,1,1,20200415,,,,,,,,Single,,,,EMM,,,,,20200721CRM,24.4,24.4,24.4,24.4,23.92985419,,,,,,,,,7/7/2020,FieldSamples_Recalc_07Jul20,151.85,,24.985001,1753.65,1783.45,1760.782547,1762.552904,1816.436438,,,,,,,,,,
BARN_02_04-15-20_07Jul20,BARN_02_04-15-20,BARN,BARN_02_04-15-20,1,2,20200415,,,,,,,,Single,,,,EMM,,,,,20200721CRM,23.2,23.2,23.2,23.2,22.73667586,,,,,,,,,7/7/2020,FieldSamples_Recalc_07Jul20,141.45,,24.966999,1670.12,1720.63,1676.912809,1690.811154,1752.450411,,,,,,,,,,
BARN_01_06-12-20_07Jul20,BARN_01_06-12-20,BARN,BARN_01_06-12-20,1,1,20200612,,,,,,,,Single,,,,EMM,,,,,20200721CRM,23.5,23.5,23.5,23.5,23.03497044,,,,,,,,,7/7/2020,FieldSamples_Recalc_07Jul20,144.6,,25.003,1674.67,1737.36,1681.481315,1700.768968,1769.600573,,,,,,,,,,
BARN_02_06-12-20_07Jul20,BARN_02_06-12-20,BARN,BARN_02_06-12-20,1,2,20200612,,,,,,,,Single,,,,EMM,,,,,20200721CRM,24.9,24.9,24.9,24.9,24.42701182,,,,,,,,,7/7/2020,FieldSamples_Recalc_07Jul20,145.65,,24.966999,1762.25,1825.83,1769.417525,1779.610729,1858.819955,,,,,,,,,,
NA,BARN_06-12-20_SalOnly,BARN,BARN_06-12-20_SalOnly,1,1,20200612,2020-06-12,,,,,,,Single,,,,EMM,,,,,20200702CRM,29.1,29,29.1,29.06666667,28.55998026,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Took a second sample for Salinity when we relaunched the logger; but did not take a bottle for that second point. That salinity was measured on 7/2/20,,,
BARN_01_07-09-20_20Jul20,BARN_01_07-09-20,BARN,BARN_01_07-09-20,1,1,20200709,2020-07-09,900,,,1300,13:00:00,2020-07-09 13:00:00,Tidal,,,,AM,25,NA,NA,25,20200804CRM,29.5,29.6,29.6,29.56666667,29.41898695,,,,,,,,,7/20/2020,FieldSamples_Recalc_20Jul20,153.75,,25.229,1975.06,2039.95,1997.259168,2074.914422,2039.091111,,,7.634567681,1570.504573,1890.191144,61.31152019,45.75654891,1.540267901,1.001011209,
BARN_02_07-09-20_20Jul20,BARN_02_07-09-20,BARN,BARN_02_07-09-20,1,2,20200709,2020-07-09,900,,,1300,13:00:00,2020-07-09 13:00:00,Tidal,,,,AM,25,NA,NA,25,20200804CRM,29.4,29.4,29.4,29.4,29.25010643,,,,,,,,,7/20/2020,FieldSamples_Recalc_20Jul20,148.6,,25.252001,1944.7,2018.48,1966.557929,1971.865682,2019.722008,,,7.674789499,1410.028415,1859.580044,65.86069823,41.11718892,1.656686952,1.076041745,
BARN_03_07-09-20_20Jul20,BARN_03_07-09-20,BARN,BARN_03_07-09-20,2,1,20200709,2020-07-09,930,,,1330,13:30:00,2020-07-09 13:30:00,Tidal,,,,AM,25.8,NA,NA,25.8,20200804CRM,28.8,28.9,28.8,28.83333333,28.67591265,,,,,,,,,7/20/2020,FieldSamples_Recalc_20Jul20,153.1,,25.263,1956.47,2010.33,1978.460221,1979.929766,2012.845225,,,7.609643451,1668.316444,1872.91976,57.72354165,47.81693193,1.461603668,0.949600606,
BARN_04_07-09-20_20Jul20,BARN_04_07-09-20,BARN,BARN_04_07-09-20,2,2,20200709,2020-07-09,930,,,1330,13:30:00,2020-07-09 13:30:00,Tidal,,,,AM,25.8,NA,NA,25.8,20200804CRM,29,29,29,29,28.84479317,,,,,,,,,7/20/2020,FieldSamples_Recalc_20Jul20,155.4,,25.205999,1993.22,2013.81,2015.623281,1999.823802,2015.59794,,,7.490452248,2232.242571,1906.821427,44.87756816,63.92426853,1.134847415,0.73776361,
BARN_05_07-09-20_20Jul20,BARN_05_07-09-20,BARN,BARN_05_07-09-20,3,1,20200709,2020-07-09,1000,,,1400,14:00:00,2020-07-09 14:00:00,Tidal,,,,AM,26.1,NA,NA,26.1,20200804CRM,28.9,28.9,28.8,28.86666667,28.70968876,,,,,,,,,7/20/2020,FieldSamples_Recalc_20Jul20,154,,25.257999,1971.21,2030.43,1993.365895,2003.372787,2033.095198,,,7.623444133,1631.486432,1886.280138,60.68242122,46.40325978,1.537435397,0.999880706,
BARN_06_07-09-20_20Jul20,BARN_06_07-09-20,BARN,BARN_06_07-09-20,3,2,20200709,2020-07-09,1000,,,1400,14:00:00,2020-07-09 14:00:00,Tidal,,,,AM,26.1,NA,NA,26.1,20200804CRM,28.3,28.2,28.4,28.3,28.13549498,,,,,,,,,7/20/2020,FieldSamples_Recalc_20Jul20,155.6,,25.214001,1962.35,2000.71,1984.406311,2002.209509,2003.165679,,,7.559004836,1893.118288,1879.133615,51.26843083,54.00421646,1.304751135,0.846717771,
BARN_07_07-09-20_20Jul20,BARN_07_07-09-20,BARN,BARN_07_07-09-20,4,1,20200709,2020-07-09,1200,,,1600,16:00:00,2020-07-09 16:00:00,Tidal,,,,AM,28.7,NA,NA,28.7,20200804CRM,29.6,29.6,29.7,29.63333333,29.48653916,,,,,,,,,7/20/2020,FieldSamples_Recalc_20Jul20,147.95,,25.216,1936.55,2009.63,1958.316325,1950.877376,2011.023429,,,7.628107817,1607.540613,1848.572818,66.99634118,42.74703321,1.699971002,1.117579047,
BARN_08_07-09-20_20Jul20,BARN_08_07-09-20,BARN,BARN_08_07-09-20,4,2,20200709,2020-07-09,1200,,,1600,16:00:00,2020-07-09 16:00:00,Tidal,,,,AM,28.7,NA,NA,28.7,20200804CRM,29.8,29.7,29.7,29.73333333,29.58786747,,,,,,,,,7/20/2020,FieldSamples_Recalc_20Jul20,145.35,,25.183001,1936.77,2019.02,1958.538798,1944.745517,2020.31259,,,7.655505541,1506.978749,1846.990192,71.49608053,40.05250571,1.812618851,1.192056209,
BARN_09_07-09-20_21Jul20,BARN_09_07-09-20,BARN,BARN_09_07-09-20,5,1,20200709,2020-07-09,1300,,,1700,17:00:00,2020-07-09 17:00:00,Tidal,,,,AM,29.3,NA,NA,29.3,20200804CRM,30.6,30.7,30.5,30.6,30.46604618,,,,,,,,,7/21/2020,FieldSamples_Recalc_21Jul20,142.05,,25.103,1924.72,2019.18,1936.321665,1926.870664,2018.770846,,,7.70181304,1333.575316,1819.690976,81.83858795,34.7920486,2.063349024,1.363562761,
BARN_10_07-09-20_21Jul20,BARN_10_07-09-20,BARN,BARN_10_07-09-20,5,2,20200709,2020-07-09,1300,,,1700,17:00:00,2020-07-09 17:00:00,Tidal,,,,AM,29.3,NA,NA,29.3,20200804CRM,30.3,30.4,30.4,30.36666667,30.22961345,,,,,,,,,7/21/2020,FieldSamples_Recalc_21Jul20,142.50,,25.054,1923.52,2022.07,1935.114431,1935.115817,2021.870832,,,7.71735983,1286.833284,1817.32316,84.17890082,33.61232426,2.126612766,1.404291665,
BARN_11_07-09-20_21Jul20,BARN_11_07-09-20,BARN,BARN_11_07-09-20,6,1,20200709,2020-07-09,1400,,,1800,18:00:00,2020-07-09 18:00:00,Tidal,,,,AM,27.9,NA,NA,27.9,20200804CRM,30.7,30.8,30.7,30.73333333,30.6011506,,,,,,,,,7/21/2020,FieldSamples_Recalc_21Jul20,133.65,,25.106,1896.64,2045.69,1908.072406,1912.954501,2044.710728,,,7.866698922,878.1154477,1772.708881,111.6958685,23.66763732,2.801546219,1.843916376,
BARN_12_07-09-20_21Jul20,BARN_12_07-09-20,BARN,BARN_12_07-09-20,6,2,20200709,2020-07-09,1400,,,1800,18:00:00,2020-07-09 18:00:00,Tidal,,,,AM,27.9,NA,NA,27.9,20200804CRM,30.9,30.8,30.8,30.83333333,30.70247892,,,,,,,,,7/21/2020,FieldSamples_Recalc_21Jul20,133.50,,24.99,1902.47,2056.73,1913.937548,1924.691024,2054.720683,,,7.874905555,862.9155897,1776.325619,114.3658745,23.24601351,2.866120527,1.887013382,
BARN_13_07-09-20_21Jul20,BARN_13_07-09-20,BARN,BARN_13_07-09-20,7,1,20200709,2020-07-09,1500,,,1900,19:00:00,2020-07-09 19:00:00,Tidal,,,,AM,27.3,NA,NA,27.3,20200804CRM,31,31.1,31.2,31.1,30.97268775,,,,,,,,,7/21/2020,FieldSamples_Recalc_21Jul20,131.05,,24.96,1909.53,2079.31,1921.040104,1925.835088,2077.540579,,,7.915542333,780.4505423,1775.783546,123.9540739,21.30250204,3.094515205,2.035234638,
BARN_14_07-09-20_21Jul20,BARN_14_07-09-20,BARN,BARN_14_07-09-20,7,2,20200709,2020-07-09,1500,,,1900,19:00:00,2020-07-09 19:00:00,Tidal,,,,AM,27.3,NA,NA,27.3,20200804CRM,31.1,31.1,31,31.06666667,30.93891165,,,,,,,,,7/21/2020,FieldSamples_Recalc_21Jul20,131.50,,24.92,1908.63,2076.34,1920.134679,1923.300394,2074.750592,,,7.911717349,787.5484648,1775.870768,122.7639339,21.49994265,3.065647909,2.016044292,
BARN_01_08-06-20_25Aug20,BARN_01_08-06-20,BARN,BARN_01_08-06-20,1,1,20200806,2020-08-06,830,,,1230,12:30:00,2020-08-06 12:30:00,Tidal,,,,AM,24.9,NA,NA,24.9,20200831CRM,28.6,28.6,28.7,28.63333333,28.74283903,,,,,,,,,8/25/2020,FieldSamples_Recalc_25Aug20,157.3,,24.163,1992.07,2000.22,1993.233158,2044.733211,1999.187866,,,7.52101372,2044.413399,1887.220897,46.08585457,59.92635339,1.163436941,0.754084187,
BARN_02_08-06-20_30Aug20,BARN_02_08-06-20,BARN,BARN_02_08-06-20,1,2,20200806,2020-08-06,830,,,1230,12:30:00,2020-08-06 12:30:00,Tidal,,,,AM,24.9,NA,NA,24.9,20200831CRM,28.2,28.1,28.2,28.16666667,28.27109256,,,,,,,,,8/30/2020,FieldSamples_Recalc_30Aug20,153.70,,25.007999,1949.53,1960.59,1953.034444,1991.122788,1960.27459,,,7.529640976,1971.055998,1849.659038,45.45724513,57.91814602,1.151677917,0.74515446,
BARN_03_08-06-20_30Aug20,BARN_03_08-06-20,BARN,BARN_03_08-06-20,2,1,20200806,2020-08-06,930,,,1330,13:30:00,2020-08-06 13:30:00,Tidal,,,,AM,23.8,NA,NA,23.8,20200831CRM,29.8,29.8,29.8,29.8,29.92220523,,,,,,,,,8/30/2020,FieldSamples_Recalc_30Aug20,154.95,,25.094999,2042.2,2051.56,2045.871026,2077.878459,2048.880216,,,7.511754075,2104.703519,1936.712644,46.08166945,63.0766778,1.149886264,0.745990778,
BARN_04_08-06-20_30Aug20,BARN_04_08-06-20,BARN,BARN_04_08-06-20,2,2,20200806,2020-08-06,930,,,1330,13:30:00,2020-08-06 13:30:00,Tidal,,,,AM,23.8,NA,NA,23.8,20200831CRM,29.8,29.8,29.8,29.8,29.92220523,,,,,,,,,8/30/2020,FieldSamples_Recalc_30Aug20,157.30,,25.139,2051.4,2053.24,2055.087564,2095.650348,2050.608765,,,7.486723093,2238.347581,1944.333708,43.67197571,67.08190864,1.089756634,0.706981572,
BARN_05_08-06-20_30Aug20,BARN_05_08-06-20,BARN,BARN_05_08-06-20,3,1,20200806,2020-08-06,1030,,,1430,14:30:00,2020-08-06 14:30:00,Tidal,,,,AM,24.9,NA,NA,24.9,20200831CRM,28.7,28.7,28.6,28.66666667,28.77653521,,,,,,,,,8/30/2020,FieldSamples_Recalc_30Aug20,138.95,,25.146999,1849.36,1929.89,1852.68438,1902.52381,1927.931737,,,7.759935547,1091.278856,1746.690738,74.0113403,31.98222635,1.867937861,1.21085649,
BARN_06_08-06-20_30Aug20,BARN_06_08-06-20,BARN,BARN_06_08-06-20,3,2,20200806,2020-08-06,1030,,,1430,14:30:00,2020-08-06 14:30:00,Tidal,,,,AM,24.9,NA,NA,24.9,20200831CRM,28.4,28.4,28.4,28.4,28.50696579,,,,,,,,,8/30/2020,FieldSamples_Recalc_30Aug20,136.35,,25.152,1812.51,1910.95,1815.768139,1857.663314,1909.846917,,,7.825484167,918.0119346,1705.433099,83.39303605,26.94205634,2.109025327,1.365782827,
BARN_07_08-06-20_30Aug20,BARN_07_08-06-20,BARN,BARN_07_08-06-20,4,1,20200806,2020-08-06,1130,,,1530,15:30:00,2020-08-06 15:30:00,Tidal,,,,AM,26.8,NA,NA,26.8,20200831CRM,27.1,27.2,27.2,27.16666667,27.26020724,,,,,,,,,8/30/2020,FieldSamples_Recalc_30Aug20,144.25,,25.195999,1786.29,1847.73,1789.501006,1838.228441,1848.258613,,,7.706222684,1228.590274,1690.299272,64.60345959,34.59820518,1.659053989,1.075114013,
BARN_08_08-06-20_30Aug20,BARN_08_08-06-20,BARN,BARN_08_08-06-20,4,2,20200806,2020-08-06,1130,,,1530,15:30:00,2020-08-06 15:30:00,Tidal,,,,AM,26.8,NA,NA,26.8,20200831CRM,23.7,23.6,23.7,23.66666667,23.72210865,,,,,,,,,8/30/2020,FieldSamples_Recalc_30Aug20,150.45,,25.125999,1637.07,1652.85,1640.012771,1668.814451,1657.518716,,,7.598628216,1493.796339,1555.592392,41.58468137,42.83576397,1.098432172,0.700157388,
BARN_09_08-06-20_30Aug20,BARN_09_08-06-20,BARN,BARN_09_08-06-20,5,1,20200806,2020-08-06,1230,,,1630,16:30:00,2020-08-06 16:30:00,Tidal,,,,AM,25.4,NA,NA,25.4,20200831CRM,29.5,29.6,29.5,29.53333333,29.65263581,,,,,,,,,8/30/2020,FieldSamples_Recalc_30Aug20,136.15,,25.155001,1902.82,2005.35,1906.240479,1937.576707,2003.088652,,,7.803789497,1009.158308,1789.721591,87.44907764,29.06980675,2.195228872,1.429473975,
BARN_10_08-06-20_30Aug20,BARN_10_08-06-20,BARN,BARN_10_08-06-20,5,2,20200806,2020-08-06,1230,,,1630,16:30:00,2020-08-06 16:30:00,Tidal,,,,AM,25.4,NA,NA,25.4,20200831CRM,30.3,30.4,30.5,30.4,30.52873642,,,,,,,,,8/30/2020,FieldSamples_Recalc_30Aug20,136.95,,24.923,1936.7,2039.65,1940.181381,1965.106105,2036.83033,,,7.788939718,1056.999871,1821.7709,88.10049873,30.30996345,2.196609572,1.434432337,
BARN_11_08-06-20_30Aug20,BARN_11_08-06-20,BARN,BARN_11_08-06-20,6,1,20200806,2020-08-06,1330,,,1730,17:30:00,2020-08-06 17:30:00,Tidal,,,,AM,23.5,NA,NA,23.5,20200831CRM,30.9,31.1,31.1,31.03333333,31.16896378,,,,,,,,,8/30/2020,FieldSamples_Recalc_30Aug20,131.05,,25.204,1965.82,2104.1,1969.353726,2001.170818,2099.158014,,,7.891221628,824.5500938,1837.386438,107.225029,24.74229489,2.649010063,1.723645801,
BARN_12_08-06-20_31Aug20,BARN_12_08-06-20,BARN,BARN_12_08-06-20,6,2,20200806,2020-08-06,1330,,,1730,17:30:00,2020-08-06 17:30:00,Tidal,,,,AM,23.5,NA,NA,23.5,20200831CRM,30.9,31,31,30.96666667,31.10157143,,,,,,,,,8/31/2020,FieldSamples_Recalc_31Aug20,130,,25.066999,1973.07,2110.24,1968.144303,1996.204078,2104.718672,,,7.909275718,789.462543,1833.128404,111.3179715,23.69783091,2.751519528,1.790000384,
BARN_13_08-06-20_31Aug20,BARN_13_08-06-20,BARN,BARN_13_08-06-20,7,1,20200806,2020-08-06,1430,,,1830,18:30:00,2020-08-06 18:30:00,Tidal,,,,AM,21.2,NA,NA,21.2,20200831CRM,31.1,31.1,31.1,31.1,31.23635614,,,,,,,,,8/31/2020,FieldSamples_Recalc_31Aug20,128.85,,25.063999,1978.32,2129.7,1973.381197,1999.126763,2124.597314,,,7.972623273,666.3848476,1832.785379,119.3436272,21.25225942,2.934049891,1.897479397,
BARN_14_08-06-20_31Aug20,BARN_14_08-06-20,BARN,BARN_14_08-06-20,7,2,20200806,2020-08-06,1430,,,1830,18:30:00,2020-08-06 18:30:00,Tidal,,,,AM,21.2,NA,NA,21.2,20200831CRM,30.9,30.8,30.8,30.83333333,30.96678672,,,,,,,,,8/31/2020,FieldSamples_Recalc_31Aug20,127.5,,24.938,1971.54,2123.5,1966.618123,1994.298846,2118.214172,,,7.978006124,656.877952,1826.113412,119.5254558,20.97936646,2.944173046,1.902569982,
